clean_smiles,target_name,pIC50,Protein_Hydrophobicity,Protein_Weight,Protein_Isoelectric,Protein_Aromaticity
NS(=O)(=O)c1cc(C(=O)NCCO)c(Sc2ccccc2)cc1Cl,CA II,7.508638306165727,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CC1=CC(C(=O)NC(CCCCN)C(=O)C(=O)NCCc2ccc(C(N)=O)cc2)n2c(=O)n(CC(c3ccccc3)c3ccccc3)c(=O)n2C1,CA I,10.455931955649724,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
N=C(N)N1CCCC(CC(NC(=O)CN2C(=O)CN(CCCc3ccccc3)C(=O)C2Cc2cccc(Cl)c2)C(=O)c2nccs2)C1,CA I,7.05395269865476,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
COC(=O)CCCNC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1Cl,CA II,7.301029995663981,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl,CA II,7.552841968657781,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)C(F)(F)F,CA II,7.619788758288394,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CNc1ncc(-c2cnn(C3CCNCC3)c2)cc1-c1nc2ccccc2o1,CA IX,5.0,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
Cc1n[nH]c2c1C(c1ccccc1F)C1=C(CC(C)(C)CC1=O)N2,CA VA,5.100000128334196,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
CC(=O)Nc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1F,CA II,8.920818753952375,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
N=C(N)c1ccc(CNC(=O)C2CCCC=C2C(=O)N2CCCCC2)cc1,CA I,4.42021640338319,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
COc1cccc(N2C(CN3CCOCC3)=Cc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,CA II,8.896196279044043,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CC(Oc1cc(-c2cnn(C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CA IX,7.337242168318426,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
c1ccc(CCc2c[nH]cn2)nc1,CA IV,5.929999096197655,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
N=C(N)NCCCC(NC(=O)C1CCC2CN(C(=O)c3ccccc3)CC(=O)N21)C(=O)c1nccs1,CA I,7.602059991327962,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
Nc1ccc(CNC(=O)C2CCCN2C(=O)C(N)C(C2CCCCC2)C2CCCCC2)cn1,CA I,9.086186147616283,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CC(=O)NN(CCCc1ccccc1)C(=O)C1CCCCC1C(=O)NC(C=O)CCCN=C(N)N,CA I,4.892790030352131,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CCCn1c(C2CCNCC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CCCCC2)n1,CA VA,5.59999938302362,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
Cc1cnc(NCC(F)(F)c2ccc(F)cc2)c(=O)n1CC(=O)NCc1cnc(N)cn1,CA I,8.229147988357855,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cc(Nc2ccc(C(=O)N3CCOCC3)cn2)c(=O)n(C)c1,CA IX,5.59999938302362,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
N=C(N)NCCCC(NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NS(=O)(=O)Cc1ccccc1)C(=O)c1nccs1,CA I,4.221848749616356,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
COc1cccc(S(=O)(=O)Nc2cccn(CC(=O)NCc3ccc(C(=N)N)cc3)c2=O)c1,CA I,8.275724130399212,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CC(c1cccc(Cl)c1)n1cc(-c2cc(F)cc(F)c2)c(=O)[nH]c1=O,CA IX,6.0,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
Oc1ccc(C2Oc3cccc(O)c3C3CCCC32)cc1,CA III,9.455931955649724,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
O=C(NC1CCCC1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1,CA VA,8.0,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
NS(=O)(=O)c1ccc(CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,CA II,6.3872161432802645,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CSc1ccc(C2CN(C)Cc3cc(OCCCN4CCC(F)CC4)ccc32)cc1,CA IV,8.100015437450608,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
CN(Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1)C1=NCCO1,CA I,4.958607314841775,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
Nc1ncc(C=CC(=O)NCCCn2ccnc2)c2scc(-c3ccc(Br)cc3)c12,CA VA,5.300000202445418,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
NS(=O)(=O)c1ccc(COS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1,CA II,7.397940008672037,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3)c(Cl)nc(NCCc3ccccc3)c2=O)cc1,CA I,6.795880017344075,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
Cn1ccnc1-c1cc2nccc(Oc3ccc(NC(=O)c4cnn(-c5ccccc5)c4C(F)(F)F)cc3F)c2s1,CA IX,6.823908740944319,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
N=C(N)c1ccc2[nH]c(-c3cccc(Oc4ccccc4)c3O)nc2c1,CA I,4.823908740944319,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
NCc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,CA I,4.958607314841775,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
NS(=O)(=O)c1cc(S(N)(=O)=O)c(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1Cl,CA II,8.301029995663981,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
COc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3)cc2NCCCN)c1,CA VA,6.0999990348465305,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)NCCC(=O)Nc1nnc(S(N)(=O)=O)s1.[O-][Cl+3]([O-])([O-])[O-],CA II,8.397940008672037,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5C(F)(F)F)cc4F)c3s2)c1,CA IX,6.823908740944319,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
CC(C)CNCCCCCc1c[nH]cn1,CA IV,8.79997073344623,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
CSc1nc(Cl)c(C#N)c(NCCc2ccc(S(N)(=O)=O)cc2)n1,CA II,6.376750709602099,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
O=C1Nc2ccccc2Nc2nnccc21,CA VA,5.100000128334196,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
Cc1cccc(C(=O)N2CCN(c3ccc(C(=O)c4c(-c5ccc(O)cc5)sc5cc(O)ccc45)cc3)CC2)c1,CA III,9.568636235841012,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
Clc1ccc(CNc2ccc3nnc(-c4ccccc4)n3n2)cc1,CA IX,5.499999678657065,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
COCCNC(=O)c1cc(S(N)(=O)=O)ccc1SCCc1ccccc1,CA II,7.694648630553377,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
N#CCc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,CA III,5.976336081802207,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
CCCC(CCC)C(=O)Nc1ccc(S(N)(=O)=O)cc1Br,CA II,7.443697499232712,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CC(C)N1CCN(C(=O)NCc2ccc(Oc3ccccc3)cc2)CC1,CA IV,7.468521082957745,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
Nc1ncc(-c2cccnc2)cc1-c1nc2ccccc2o1,CA IX,5.0,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
O=C(NCCc1ccc(OCCN2CCCC2)c(Br)c1)c1cccc(C(F)(F)F)n1,CA IV,6.251811972993799,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3)c(Cl)nc(NCCCN)c2=O)cc1,CA I,4.886056647693163,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
N=C(N)c1cccc(N2CCCCN(C3CCN(Cc4ccccn4)CC3)C2=O)c1,CA I,5.585026652029182,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,CA VA,5.200000237109354,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
CN(C)CC(C)(C)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3occn23)n1,CA IX,5.499999678657065,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCCC2C)cc1,CA IV,7.958607314841775,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
Cc1cc(C)cc(C(C)(C)CN(CC(=O)NC(CCCCN)B(O)O)C(=O)CCc2ccccc2)c1,CA I,9.387216143280265,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CN1Cc2cc(OCCCN3CCC(F)CC3)ccc2C(c2ccc(C#N)cc2)C1,CA IV,8.849857838151442,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCN(C(C)=O)CC3)ccc2OC)ncc1Br,CA VA,6.199998172182031,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
CCN(CC)Cc1ccc(OC(=O)Cc2c[nH]c3ccccc23)cc1,CA IV,5.336299074610352,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
CC1CCCC(C)N1CCCCCN1C(=O)C(c2ccccc2Cl)Oc2ccccc21,CA I,4.187086643357144,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
c1ccc(CCCc2c[nH]cn2)nc1,CA IV,5.979999397807417,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
Nc1ccc(C(NS(=O)(=O)c2cnccc2NC(CO)Cc2ccccc2)C(=O)N2CCC(CCF)CC2)cc1,CA I,7.886056647693163,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
Nc1cc(C2=NOC(CNS(=O)(=O)c3ccsc3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)C2)ccc1Cl,CA I,4.6777807052660805,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
NS(=O)(=O)c1ccc(CNS(=O)(=O)c2ccccc2)cc1,CA II,7.397940008672037,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
N=C(N)c1ccc(CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NCCc2ccccc2)cc1,CA I,6.634512015109101,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CC(NC(=O)OCCCc1c[nH]cn1)C1CCCCC1,CA IV,7.795880017344075,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
COc1cc2nccc(Oc3ccc(-c4ccc(Cc5ccccc5)nn4)cc3F)c2cc1OC,CA IX,6.696803942579511,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,CA IX,5.29999969151181,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
CNc1ccc(C(NS(=O)(=O)c2cnccc2NC(CO)Cc2ccccc2)C(=O)N2CCC(CCF)CC2)cc1,CA I,7.920818753952375,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CC1CN(c2nc3ncc(Cl)cc3n3cnnc23)CCN1C,CA IV,4.0,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
N=C(N)c1ccc2[nH]c(-c3cc([N+](=O)[O-])ccc3O)nc2c1,CA I,4.468521082957745,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CCCCCCCCCCc1ccc2c(c1)CC(CO)NC(=O)C(C(C)C)N2C,CA VA,5.778846678045294,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccccc2N)n1,CA I,4.6777807052660805,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CC1(C)C2CC3OB(C(CCCCN)NC(=O)C4CCCN4C(=O)c4ccccc4Cc4ccccc4)OC3(C)C1C2,CA I,9.537602002101044,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
Cn1c(NCC(N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O,CA IX,5.59999938302362,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
Oc1ccc(C2Cc3ccc(O)cc3OC2c2ccc(OCCN3CCCCC3)cc2)cc1,CA III,8.173925197299173,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
N=C(N)N1CCCC(CC(NC(=O)CN2C(=O)CN(CCCc3ccc(Cl)c(Cl)c3)C(=O)C2Cc2ccccc2)C(=O)c2nccs2)C1,CA I,6.6020599913279625,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
NS(=O)(=O)c1cc(C(=O)NCCCO)c(Cl)cc1Cl,CA II,8.0,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
Cc1cc(S(=O)(=O)NN2CCOC(CC(=O)NCc3ccc(C(=N)N)cc3)C2=O)c(C)cc1Cl,CA I,6.785156151952302,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
N#CCc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,CA III,6.204119982655925,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
NS(=O)(=O)c1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(I)c1,CA II,7.154901959985743,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
NC(=O)c1cc2c(-c3ccc(F)cc3F)cncc2s1,CA VA,5.100000128334196,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
CCCCN(CCCC)CCCOc1c(OC)cc(-c2cn3cccc(C)c3n2)cc1OC,CA IV,5.481486060122112,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
CC(C)(C)OC(=O)NC(C(=O)N1CCCC1C(=O)NC(C=O)CCCN=C(N)N)C1CCCCC1,CA I,7.920818753952375,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CN1CCN(C2=Nc3ccc(Cl)cc3Oc3ccccc32)CC1,CA IV,5.039999923502186,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
N#Cc1ccc(-c2n[nH]c3c2Cc2ccc(OCCCCN4CCOCC4)cc2-3)cn1,CA IX,5.59999938302362,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
CCc1c(-c2ccc(O)cc2)oc(-c2ccc(O)cc2)c1-c1ccc(OCCN2CCCCC2)cc1,CA III,7.156012689982722,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
COc1ccc2c(OCc3nnc4ccc(-c5cc(F)c(F)c(F)c5)nn34)ccnc2c1,CA IX,8.397940008672037,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
CC(C)C1c2ccc(O)cc2CCN1c1ccccc1,CA III,7.369572124974976,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
CCc1nc2cc(OC3CCN(C(C)=N)CC3)ccc2n1CC=Cc1cccc(N)c1,CA I,6.060480747381382,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
Clc1cnc2nc(N3CC4CC3CN4)c3nncn3c2c1,CA IV,4.0,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)C(F)(F)F)n2)cc1,CA II,7.602059991327962,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CNCc1cc(C#CCCN2CCN(C(C)C)C(=O)C2)ccc1Oc1ccc(SC)cc1,CA IV,5.728855682050922,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
CC1(c2ccc(OCCN3CCCC3)cc2)c2ccc(O)cc2CCN1c1cccc(F)c1,CA III,7.4089353929735005,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
CC(=C(F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1)c1cccc(C(=N)N)c1,CA I,5.496209316942819,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
c1ccc2c(OCCCCCN3CCCCCC3)cccc2c1,CA IV,6.505845405981557,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
CC1CCN(CCc2cc3cc(-c4ccc(C#N)cc4)ccc3o2)CC1,CA IV,7.823908740944319,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]cc(C(=O)CN4CCC(O)C4)c23)c(F)c1,CA IX,7.721246399047171,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,CA IX,4.522878745280337,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
COc1ccc2c(OCc3nnc4ccc(-c5cccc(F)c5)nn34)ccnc2c1,CA IX,8.154901959985743,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
Cc1c(-c2ccc(O)cc2)oc(-c2ccc(O)cc2)c1-c1ccc(OCCN2CCCCC2)cc1,CA III,7.494850021680094,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,CA IX,4.522878745280337,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1,CA IX,6.173925197299173,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
CCCc1cc(-c2ccc3[nH]ncc3c2)on1,CA VA,5.100000128334196,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
CC1(C)OC2C3OS(=O)(=O)OC3CCC2(COS(N)(=O)=O)O1,CA II,6.886056647693163,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
COc1cccc(C(C)NC(=O)c2ccc(-c3ccncn3)cc2)c1,CA VA,5.300000202445418,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
COC(=O)c1cccc(O)c1C(=O)c1c(O)cc(C(=O)OC2CNCC2Cc2ccc(O)cc2)cc1O,CA VA,6.42021640338319,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
OC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,CA IX,5.499999678657065,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3cccc(C)c3)c2cc1OC,CA IX,6.455931955649724,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
CCCC(CCC)C(=O)OCCOc1ccc2nc(S(N)(=O)=O)sc2c1,CA II,8.154901959985743,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(CCN)nccn23)n1,CA IX,5.499999678657065,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)nc3)ccnc2cc1OCCCN1CCOCC1,CA IX,8.468521082957745,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cn[nH]c5)cnc(N)c34)cc2)c1,CA VA,5.100000128334196,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
CC(CCC(=O)Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,CA II,8.045757490560675,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
COC(=O)CC(CCc1ccc(C(N)=O)cc1)c1cccc(C(=N)N)c1,CA I,5.187086643357144,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CC(N)C1CCC(C(=O)Nc2ccncc2)CC1,CA IX,5.59999938302362,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
O=C(Nc1ccc2cn[nH]c2c1)c1ccc(Cl)cc1,CA VA,5.100000128334196,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
CC(C)N1CCN(C(=O)N2CCC(C(=O)OC(C)(C)C)CC2)CC1,CA IV,7.602059991327962,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
COc1cc2c(Oc3ccc(NC(=O)N4CCN(c5ccccc5)C4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,CA IX,7.301029995663981,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
c1ccn2cc(-c3ccc(OCCCN4CCCCC4)cc3)cc2c1,CA IV,8.193047391048486,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
NS(=O)(=O)c1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(Cl)c1,CA II,6.958607314841775,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
Oc1ccc(CCNc2nc(NCCCc3ccccc3)nc(N3CCNCC3)n2)cc1,CA III,5.860120913598763,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
NS(=O)(=O)c1ccc(Sc2ccccc2CO)c(C(=O)NCc2ccccn2)c1,CA II,6.97469413473523,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CC1CN(C(c2ccc(F)cc2)c2nnnn2Cc2ccccc2)CC(C)N1C1CCC1,CA IV,8.468521082957745,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
N#Cc1ccc(-c2ccc(OCCCN3CC4CNCC4C3)cc2)cc1,CA IV,7.819874124835946,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
CC1CSc2c(C(=O)O)c(=O)c3cc(F)c(N4CCC(N)C4)cc3n21,CA IX,5.499999678657065,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
N=C(N)c1ccc(CNC(=O)Cn2c(-c3ccccc3)c(Cl)nc(NCc3cc(F)ccc3F)c2=O)cc1,CA I,4.522878745280337,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
N=C(N)c1cccc(CC(NC(=O)C2CCC3CN(C(=O)CCc4ccccc4)CC(=O)N32)C(=O)c2nc3ccccc3s2)c1,CA I,7.244125144327507,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CN(C)CCOc1ccc(C2Oc3ccc(O)cc3SC2c2cccc(O)c2)cc1,CA III,8.853871964321762,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
Cc1cc(-c2ccccc2)ccc1C(=O)NC(CCCCN)B1OC2CC3CC(C3(C)C)C2(C)O1,CA I,7.585026652029182,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
O=C(C(NS(=O)(=O)c1cnccc1NC(CO)Cc1ccccc1)c1ccccn1)N1CCC(CCF)CC1,CA I,7.091514981121351,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CC(=O)OCCCNC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1Cl,CA II,7.204119982655925,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
O=C(Nc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cn1)c1ccc(CN2CCC(O)CC2)cc1,CA I,4.958607314841775,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
O=C(NCc1ccccc1)N1CCCC1CN1CCCC1,CA IV,6.707743928643524,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
COC(=O)C1CC(NC(=O)c2ccc(O)cc2)C(OC(=O)c2cc(O)c(C(=O)c3c(O)cccc3C(=O)O)c(O)c2)C1,CA VA,6.267606240177031,-0.3711475409836066,34749.9918,7.179071617126465,0.1180327868852459
C=CCN(C=C1C(=O)OC(COC)C2(C)C1=C(O)C(=O)C1=C2C(OC(C)=O)CC2(C)C(=O)CCC12)CC=C,CA IX,4.522878745280337,-0.3566448801742919,49697.2476,4.63723201751709,0.0566448801742919
CCCC(CCC)C(=O)Nc1ccccc1S(N)(=O)=O,CA II,6.5934598195660445,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
NS(=O)(=O)c1ccc(-[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)cc1.[O-][Cl+3]([O-])([O-])[O-],CA II,6.292429823902063,-0.5788461538461539,29245.6681,6.867537117004395,0.1038461538461538
CC1CCCC(Oc2cccc(-c3nc4cc(C(=N)N)c(F)cc4[nH]3)c2O)C1,CA I,4.657577319177793,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
CN=C(N)c1ccc(C=C2CCCCC(=Cc3ccc(C(=N)N)cc3)C2=O)cc1,CA I,5.795880017344075,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,CA III,8.744727494896694,-0.6030769230769231,29557.0647,6.861625862121582,0.1076923076923077
Cn1c(CNC(=O)C2C=CCN2C(=O)C(CC2CCCCC2)NCC(=O)O)ccc1C(=N)N,CA I,8.207608310501746,-0.5363984674329502,28869.8371,6.591811180114747,0.0957854406130268
Cc1nn(CCOCCOCCNC(=O)CS(=O)(=O)O)cc1-c1ccc2cc(CCN3CCCC3C)ccc2n1,CA IV,7.346787486224656,-0.3439102564102564,35031.9265,7.68482494354248,0.0801282051282051
